customer_key,customer_id,customer_number,customer_name,customer_age,total_sales,total_quantity,total_order,total_products,last_order_date,lifespan,customer_segment,customer_age_group,recency,avg_order_value,avg_monthly_spend
230,11229,AW00011229,"Adrian Stewart",68,324,20,2,5,2014-01-25,5,New,"Above 50",144,162.0000,64.8000
231,11230,AW00011230,"Amber Turner",69,216,20,2,5,2013-12-09,4,New,"Above 50",146,108.0000,54.0000
232,11231,AW00011231,"Dennis Zhang",62,256,16,2,4,2013-11-12,9,New,"Above 50",147,128.0000,28.4444
233,11232,AW00011232,"Hailey Bryant",67,156,12,2,2,2013-11-13,1,New,"Above 50",147,78.0000,156.0000
234,11233,AW00011233,"Todd Li",62,716,28,2,7,2013-06-08,4,New,"Above 50",152,358.0000,179.0000
235,11234,AW00011234,"Anna Griffin",67,304,16,2,4,2013-09-19,7,New,"Above 50",148,152.0000,43.4286
236,11235,AW00011235,"Angel Stewart",68,552,24,2,5,2014-01-05,6,New,"Above 50",145,276.0000,92.0000
237,11236,AW00011236,"Jeremy Butler",68,456,20,2,5,2014-01-06,3,New,"Above 50",145,228.0000,152.0000
238,11237,AW00011237,"Clarence Anand",61,42264,24,4,6,2013-11-25,26,VIP,"Above 50",146,10566.0000,1625.5385
239,11238,AW00011238,"Mayra Prasad",62,30172,36,4,9,2013-04-30,27,VIP,"Above 50",153,7543.0000,1117.4815
240,11239,AW00011239,"Latoya Goel",56,30044,44,4,11,2013-05-28,28,VIP,"Above 50",152,7511.0000,1073.0000
241,11240,AW00011240,"Anne Hernandez",61,30344,52,4,10,2013-05-13,26,VIP,"Above 50",153,7586.0000,1167.0769
242,11241,AW00011241,"Lisa Cai",51,45872,100,7,20,2013-10-29,13,VIP,"Above 50",147,6553.1429,3528.6154
243,11242,AW00011242,"Larry Munoz",62,44268,48,7,12,2013-12-04,14,VIP,"Above 50",146,6324.0000,3162.0000
244,11243,AW00011243,"Robin Alvarez",62,28656,48,4,10,2013-06-09,27,VIP,"Above 50",152,7164.0000,1061.3333
245,11244,AW00011244,"Alexis Coleman",57,28700,48,4,11,2013-07-19,29,VIP,"Above 50",150,7175.0000,989.6552
246,11245,AW00011245,"Ricky Vazquez",63,42320,36,4,9,2013-12-11,26,VIP,"Above 50",146,10580.0000,1627.6923
247,11246,AW00011246,"Latasha Rubio",63,42300,28,4,7,2013-12-20,26,VIP,"Above 50",145,10575.0000,1626.9231
248,11247,AW00011247,"Claudia Zhou",64,28524,48,4,11,2013-08-17,29,VIP,"Above 50",149,7131.0000,983.5862
249,11248,AW00011248,"Tristan Alexander",59,152,12,1,3,2013-07-14,0,New,"Above 50",150,152.0000,152
250,11249,AW00011249,"Cindy Patel",59,39560,44,4,11,2013-09-15,23,VIP,"Above 50",148,9890.0000,1720.0000
251,11250,AW00011250,"Shannon Liu",59,28460,44,4,10,2013-08-06,28,VIP,"Above 50",150,7115.0000,1016.4286
252,11251,AW00011251,"Xavier Long",88,9276,16,1,4,2013-10-18,0,New,"Above 50",147,9276.0000,9276
253,11252,AW00011252,"Nicholas Thompson",88,26740,28,3,7,2013-12-18,28,VIP,"Above 50",145,8913.3333,955.0000
254,11253,AW00011253,"Jos├® Hernandez",76,2780,120,16,16,2013-12-03,9,New,"Above 50",146,173.7500,308.8889
255,11254,AW00011254,"Johnathan Vance",87,816,36,2,9,2013-12-14,0,New,"Above 50",145,408.0000,816
256,11255,AW00011255,"Colin Lin",87,456,20,2,5,2013-03-31,1,New,"Above 50",154,228.0000,456.0000
257,11256,AW00011256,"Katelyn Hernandez",86,324,20,2,5,2013-10-16,6,New,"Above 50",147,162.0000,54.0000
258,11257,AW00011257,"Jacqueline Powell",NULL,26704,24,3,6,2013-12-14,27,VIP,"Above 50",145,8901.3333,989.0370
259,11258,AW00011258,"Xavier Hill",87,196,16,2,4,2013-07-15,1,New,"Above 50",150,98.0000,196.0000
260,11259,AW00011259,"Victoria Stewart",55,27080,20,3,5,2013-12-20,27,VIP,"Above 50",145,9026.6667,1002.9630
261,11260,AW00011260,"Katelyn Kelly",49,324,20,2,5,2013-06-23,4,New,40-49,151,162.0000,81.0000
262,11261,AW00011261,"Stephanie Collins",55,26600,16,3,4,2013-12-23,26,VIP,"Above 50",145,8866.6667,1023.0769
263,11262,AW00011262,"Jennifer Simmons",50,4496,252,27,26,2014-01-22,10,New,"Above 50",144,166.5185,449.6000
264,11263,AW00011263,"Trinity Richardson",55,27012,36,3,9,2013-12-10,27,VIP,"Above 50",146,9004.0000,1000.4444
265,11264,AW00011264,"Eduardo Martin",56,12728,32,2,8,2013-11-30,10,New,"Above 50",146,6364.0000,1272.8000
266,11265,AW00011265,"Elizabeth Jones",56,9408,12,1,3,2013-01-03,0,New,"Above 50",157,9408.0000,9408
267,11266,AW00011266,"Taylor Howard",56,23688,20,2,5,2013-01-20,16,VIP,"Above 50",156,11844.0000,1480.5000
268,11267,AW00011267,"David Diaz",50,23772,20,2,5,2013-01-07,15,VIP,"Above 50",157,11886.0000,1584.8000
269,11268,AW00011268,"Katelyn Carter",56,392,20,2,5,2013-11-16,5,New,"Above 50",146,196.0000,78.4000
270,11269,AW00011269,"Ryan Foster",50,168,12,2,3,2013-09-10,0,New,"Above 50",149,84.0000,168
271,11270,AW00011270,"Robert Lee",50,23936,20,2,5,2013-01-07,15,VIP,"Above 50",157,11968.0000,1595.7333
272,11271,AW00011271,"Danielle Reed",56,23892,20,2,5,2013-01-22,15,VIP,"Above 50",156,11946.0000,1592.8000
273,11272,AW00011272,"Lauren Martinez",63,23900,16,2,4,2013-01-13,15,VIP,"Above 50",157,11950.0000,1593.3333
274,11273,AW00011273,"Nathan Lal",63,1092,32,2,8,2013-05-23,0,New,"Above 50",152,546.0000,1092
275,11274,AW00011274,"Kyle Foster",86,23552,16,2,4,2013-02-24,17,VIP,"Above 50",155,11776.0000,1385.4118
276,11275,AW00011275,"Jenny Rai",86,23820,16,2,4,2013-01-12,16,VIP,"Above 50",157,11910.0000,1488.7500
277,11276,AW00011276,"Nancy Chapman",51,3948,228,27,22,2014-01-22,11,New,"Above 50",144,146.2222,358.9091
278,11277,AW00011277,"Charles Jackson",57,5736,260,27,26,2014-01-16,11,New,"Above 50",144,212.4444,521.4545
279,11278,AW00011278,"Jonathan Phillips",56,23632,12,2,3,2013-01-03,15,VIP,"Above 50",157,11816.0000,1575.4667
280,11279,AW00011279,"Amanda Cook",51,176,16,2,3,2013-06-22,3,New,"Above 50",151,88.0000,58.6667
281,11280,AW00011280,"Robert Collins",56,308,16,2,4,2013-08-08,1,New,"Above 50",150,154.0000,308.0000
282,11281,AW00011281,"Megan Barnes",51,23684,20,2,5,2013-01-11,15,VIP,"Above 50",157,11842.0000,1578.9333
283,11282,AW00011282,"Christian Thomas",58,23996,24,2,6,2013-01-02,16,VIP,"Above 50",157,11998.0000,1499.7500
284,11283,AW00011283,"Arturo Lal",57,176,16,2,3,2013-08-28,2,New,"Above 50",149,88.0000,88.0000
285,11284,AW00011284,"Theresa Serrano",58,220,20,2,3,2013-05-02,2,New,"Above 50",153,110.0000,110.0000
286,11285,AW00011285,"Jeremy Anderson",52,512,20,2,5,2013-10-26,2,New,"Above 50",147,256.0000,256.0000
287,11286,AW00011286,"Hunter Griffin",58,23816,20,2,5,2013-01-20,15,VIP,"Above 50",156,11908.0000,1587.7333
288,11287,AW00011287,"Henry Garcia",59,4660,248,27,23,2014-01-28,11,New,"Above 50",144,172.5926,423.6364
289,11288,AW00011288,"Cindy Sanchez",47,308,16,2,4,2013-08-21,5,New,40-49,149,154.0000,61.6000
290,11289,AW00011289,"Maria Carter",53,23620,20,2,5,2013-01-16,16,VIP,"Above 50",156,11810.0000,1476.2500
291,11290,AW00011290,"Katelyn Sanchez",53,23732,12,2,3,2013-01-27,16,VIP,"Above 50",156,11866.0000,1483.2500
292,11291,AW00011291,"Jenna Wright",53,23492,8,2,2,2013-01-19,16,VIP,"Above 50",156,11746.0000,1468.2500
293,11292,AW00011292,"Seth Phillips",58,23640,20,2,5,2012-12-31,15,VIP,"Above 50",157,11820.0000,1576.0000
294,11293,AW00011293,"Luke Long",65,340,20,2,5,2013-03-15,0,New,"Above 50",154,170.0000,340
295,11294,AW00011294,"Dalton Clark",64,168,12,2,3,2014-01-03,3,New,"Above 50",145,84.0000,56.0000
296,11295,AW00011295,"Taylor Lewis",66,24232,20,2,5,2013-01-09,15,VIP,"Above 50",157,12116.0000,1615.4667
297,11296,AW00011296,"Haley Richardson",84,23588,16,2,4,2013-01-29,16,VIP,"Above 50",156,11794.0000,1474.2500
298,11297,AW00011297,"Noah Coleman",85,23792,20,2,5,2013-02-20,16,VIP,"Above 50",155,11896.0000,1487.0000
299,11298,AW00011298,"Jon Luo",85,23688,20,2,5,2013-02-21,17,VIP,"Above 50",155,11844.0000,1393.4118
300,11299,AW00011299,"Orlando Vazquez",84,24060,16,2,4,2013-02-24,16,VIP,"Above 50",155,12030.0000,1503.7500
301,11300,AW00011300,"Fernando Barnes",60,5996,268,27,28,2013-12-31,11,New,"Above 50",145,222.0741,545.0909
302,11301,AW00011301,"Cameron Rodriguez",60,524,20,2,5,2013-10-11,4,New,"Above 50",148,262.0000,131.0000
303,11302,AW00011302,"Spencer Russell",54,23752,20,2,5,2013-02-02,16,VIP,"Above 50",156,11876.0000,1484.5000
304,11303,AW00011303,"Julia Coleman",59,23500,12,2,3,2013-02-23,17,VIP,"Above 50",155,11750.0000,1382.3529
305,11304,AW00011304,"Julia Garcia",54,488,20,2,5,2013-04-22,1,New,"Above 50",153,244.0000,488.0000
306,11305,AW00011305,"Sean Evans",60,308,16,2,4,2013-08-04,4,New,"Above 50",150,154.0000,77.0000
307,11306,AW00011306,"Micah Zhou",60,168,12,2,3,2013-09-07,2,New,"Above 50",149,84.0000,84.0000
308,11307,AW00011307,"Hunter Rodriguez",60,23856,20,2,5,2013-02-08,17,VIP,"Above 50",156,11928.0000,1403.2941
309,11308,AW00011308,"Ian Gonzales",66,376,16,2,4,2014-01-15,4,New,"Above 50",144,188.0000,94.0000
310,11309,AW00011309,"Victoria Lewis",66,168,12,2,3,2014-01-05,5,New,"Above 50",145,84.0000,33.6000
311,11310,AW00011310,"Erin Sanders",61,308,16,2,4,2013-12-24,4,New,"Above 50",145,154.0000,77.0000
312,11311,AW00011311,"Gabrielle Lopez",66,308,16,2,4,2013-09-13,4,New,"Above 50",149,154.0000,77.0000
313,11312,AW00011312,"Sara Richardson",67,168,12,2,3,2013-06-02,0,New,"Above 50",152,84.0000,168
314,11313,AW00011313,"Trevor Jenkins",67,176,16,2,3,2013-11-26,6,New,"Above 50",146,88.0000,29.3333
315,11314,AW00011314,"Mya Flores",55,188,16,2,3,2013-12-03,9,New,"Above 50",146,94.0000,20.8889
316,11315,AW00011315,"Hailey Ward",66,168,12,2,3,2013-12-17,6,New,"Above 50",145,84.0000,28.0000
317,11316,AW00011316,"Luke Allen",66,9400,8,1,2,2013-01-12,0,New,"Above 50",157,9400.0000,9400
318,11317,AW00011317,"Victoria Russell",62,23492,8,2,2,2013-02-18,17,VIP,"Above 50",155,11746.0000,1381.8824
319,11318,AW00011318,"Jessica Wilson",67,176,16,2,3,2013-11-08,0,New,"Above 50",147,88.0000,176
320,11319,AW00011319,"Jade Bailey",77,23720,16,2,4,2013-02-24,17,VIP,"Above 50",155,11860.0000,1395.2941
321,11320,AW00011320,"Morgan Hill",83,288,20,2,5,2013-08-19,2,New,"Above 50",149,144.0000,144.0000
322,11321,AW00011321,"Terrance Raman",82,148,8,2,2,2013-05-28,3,New,"Above 50",152,74.0000,49.3333
323,11322,AW00011322,"Sydney Garcia",82,176,16,2,3,2013-05-21,1,New,"Above 50",152,88.0000,176.0000
324,11323,AW00011323,"Jose Patterson",82,24296,24,2,6,2013-01-30,16,VIP,"Above 50",156,12148.0000,1518.5000
325,11324,AW00011324,"Zachary Anderson",81,23780,16,2,4,2013-02-05,16,VIP,"Above 50",156,11890.0000,1486.2500
326,11325,AW00011325,"Elijah Ross",81,24176,28,2,7,2013-01-31,16,VIP,"Above 50",156,12088.0000,1511.0000
327,11326,AW00011326,"Rafael Xie",81,23792,20,2,5,2013-02-20,17,VIP,"Above 50",155,11896.0000,1399.5294
328,11327,AW00011327,"Jaime Moreno",80,23660,20,2,5,2013-02-01,16,VIP,"Above 50",156,11830.0000,1478.7500
329,11328,AW00011328,"Julian Griffin",80,18872,16,2,4,2013-04-07,3,New,"Above 50",154,9436.0000,6290.6667
330,11329,AW00011329,"Andy Alvarez",80,23592,8,2,2,2013-02-10,16,VIP,"Above 50",156,11796.0000,1474.5000
331,11330,AW00011330,"Ryan Thompson",80,4536,228,27,24,2014-01-22,11,New,"Above 50",144,168.0000,412.3636
332,11331,AW00011331,"Samantha Jenkins",52,5308,232,27,24,2014-01-24,11,New,"Above 50",144,196.5926,482.5455
333,11332,AW00011332,"Deanna Ramos",57,23020,12,2,3,2013-01-06,14,VIP,"Above 50",157,11510.0000,1644.2857
334,11333,AW00011333,"Emily Miller",58,32652,24,3,6,2013-07-14,27,VIP,"Above 50",150,10884.0000,1209.3333
335,11334,AW00011334,"Nicole Brown",59,32616,24,3,6,2013-07-27,28,VIP,"Above 50",150,10872.0000,1164.8571
336,11335,AW00011335,"Carla Raman",48,22976,16,2,4,2013-01-04,14,VIP,40-49,157,11488.0000,1641.1429
337,11336,AW00011336,"Shaun Raji",52,17764,20,2,5,2013-01-05,3,New,"Above 50",157,8882.0000,5921.3333
338,11337,AW00011337,"Jerome Romero",58,32648,32,3,7,2013-07-19,28,VIP,"Above 50",150,10882.6667,1166.0000
339,11338,AW00011338,"Frank Navarro",53,22980,20,2,5,2012-12-30,14,VIP,"Above 50",157,11490.0000,1641.4286
340,11339,AW00011339,"Dennis She",59,17516,12,2,3,2013-01-25,3,New,"Above 50",156,8758.0000,5838.6667
341,11340,AW00011340,"Melody Munoz",78,17652,20,2,5,2013-01-02,2,New,"Above 50",157,8826.0000,8826.0000
342,11341,AW00011341,"Randy Zeng",83,32768,32,3,8,2013-07-19,27,VIP,"Above 50",150,10922.6667,1213.6296
343,11342,AW00011342,"Marshall Wang",52,196,12,1,3,2013-07-12,0,New,"Above 50",151,196.0000,196
344,11343,AW00011343,"Arthur Carlson",50,32888,36,3,9,2013-07-24,27,VIP,"Above 50",150,10962.6667,1218.0741
345,11344,AW00011344,"Jessie Jimenez",63,32476,28,3,7,2013-07-23,26,VIP,"Above 50",150,10825.3333,1249.0769
346,11345,AW00011345,"Robin Ramos",63,17616,12,2,3,2012-12-31,2,New,"Above 50",157,8808.0000,8808.0000
347,11346,AW00011346,"Deanna Gutierrez",59,18012,28,2,7,2013-02-11,4,New,"Above 50",156,9006.0000,4503.0000
348,11347,AW00011347,"Roy Navarro",53,56,8,1,2,2013-03-16,0,New,"Above 50",154,56.0000,56
349,11348,AW00011348,"Shawn Rai",64,272,12,1,3,2013-03-31,0,New,"Above 50",154,272.0000,272
350,11349,AW00011349,"Mindy Luo",60,272,12,1,3,2014-01-13,0,New,"Above 50",145,272.0000,272
351,11350,AW00011350,"Cara Zhou",83,152,12,1,3,2013-02-05,0,New,"Above 50",156,152.0000,152
352,11351,AW00011351,"Anne Ramos",75,32272,20,3,5,2013-08-28,26,VIP,"Above 50",149,10757.3333,1241.2308
353,11352,AW00011352,"Raymond Rodriguez",80,56,8,1,2,2013-05-01,0,New,"Above 50",153,56.0000,56
354,11353,AW00011353,"Carrie Ortega",79,32312,24,3,6,2013-08-08,25,VIP,"Above 50",150,10770.6667,1292.4800
355,11354,AW00011354,"Deanna Suarez",78,92,12,1,3,2013-12-03,0,New,"Above 50",146,92.0000,92
356,11355,AW00011355,"Roberto Gutierrez",77,56,8,1,2,2013-09-26,0,New,"Above 50",148,56.0000,56
357,11356,AW00011356,"Terrence Carson",40,20276,32,3,8,2013-10-31,29,VIP,40-49,147,6758.6667,699.1724
358,11357,AW00011357,"Ramon Ye",41,19772,20,3,5,2013-10-29,28,VIP,40-49,147,6590.6667,706.1429
359,11358,AW00011358,"Cynthia Malhotra",41,20136,32,3,8,2013-11-14,28,VIP,40-49,146,6712.0000,719.1429
360,11359,AW00011359,"Jarrod Prasad",41,19836,32,3,8,2013-12-04,29,VIP,40-49,146,6612.0000,684.0000
361,11360,AW00011360,"Tyrone Serrano",42,20100,24,3,6,2013-12-22,29,VIP,40-49,145,6700.0000,693.1034
362,11361,AW00011361,"Cindy Ramos",43,460,16,2,4,2013-11-24,1,New,40-49,146,230.0000,460.0000
363,11362,AW00011362,"Damien Shan",42,308,12,2,3,2013-09-24,5,New,40-49,148,154.0000,61.6000
364,11363,AW00011363,"Julian Ross",42,20140,20,3,5,2013-12-18,30,VIP,40-49,145,6713.3333,671.3333
365,11364,AW00011364,"Jennifer Collins",40,19684,16,3,4,2013-12-26,30,VIP,40-49,145,6561.3333,656.1333
366,11365,AW00011365,"Brittney Sun",41,20096,28,3,7,2013-12-22,30,VIP,40-49,145,6698.6667,669.8667
367,11366,AW00011366,"Virginia Patel",40,308,12,2,3,2013-08-15,1,New,40-49,149,154.0000,308.0000
368,11367,AW00011367,"Calvin Nara",41,344,16,2,4,2013-11-25,4,New,40-49,146,172.0000,86.0000
369,11368,AW00011368,"Edward Miller",41,20420,44,3,11,2013-12-01,29,VIP,40-49,146,6806.6667,704.1379
370,11369,AW00011369,"Ashlee Tang",42,476,16,2,4,2013-12-27,5,New,40-49,145,238.0000,95.2000
371,11370,AW00011370,"Alicia Xu",42,320,12,2,3,2013-10-01,2,New,40-49,148,160.0000,160.0000
372,11371,AW00011371,"Lacey Jai",42,300,8,2,2,2013-12-28,1,New,40-49,145,150.0000,300.0000
373,11372,AW00011372,"Wendy Romero",42,19860,20,3,5,2013-12-14,30,VIP,40-49,145,6620.0000,662.0000
374,11373,AW00011373,"Carly Luo",71,152,12,1,3,2013-08-27,0,New,"Above 50",149,152.0000,152
375,11374,AW00011374,"Jimmy Ortega",77,276,12,1,3,2013-04-15,0,New,"Above 50",153,276.0000,276
376,11375,AW00011375,"Francisco Martinez",77,56,8,1,2,2013-10-17,0,New,"Above 50",147,56.0000,56
377,11376,AW00011376,"Lance Vazquez",77,312,8,1,2,2013-10-15,0,New,"Above 50",147,312.0000,312
378,11377,AW00011377,"David Robinett",59,336,12,1,3,2013-02-28,0,New,"Above 50",155,336.0000,336
379,11378,AW00011378,"Shannon Liang",60,17744,16,2,4,2013-02-14,3,New,"Above 50",155,8872.0000,5914.6667
380,11379,AW00011379,"Gary Vazquez",49,17704,16,2,4,2013-02-26,4,New,40-49,155,8852.0000,4426.0000
381,11380,AW00011380,"Mitchell Kumar",61,23352,24,2,6,2013-02-03,15,VIP,"Above 50",156,11676.0000,1556.8000
382,11381,AW00011381,"Meredith Raman",55,32644,20,3,5,2013-08-18,26,VIP,"Above 50",149,10881.3333,1255.5385
383,11382,AW00011382,"Edward Patterson",51,17376,8,2,2,2013-02-16,3,New,"Above 50",155,8688.0000,5792.0000
384,11383,AW00011383,"Marie Gill",59,196,12,1,3,2014-01-01,0,New,"Above 50",145,196.0000,196
385,11384,AW00011384,"Tiffany Wang",54,196,12,1,3,2013-08-02,0,New,"Above 50",150,196.0000,196
386,11385,AW00011385,"Miguel Allen",54,56,8,1,2,2013-07-06,0,New,"Above 50",151,56.0000,56
387,11386,AW00011386,"Jaclyn Cai",54,276,12,1,3,2013-11-02,0,New,"Above 50",147,276.0000,276
388,11387,AW00011387,"Megan Ramirez",61,27836,24,3,6,2013-04-01,20,VIP,"Above 50",154,9278.6667,1391.8000
389,11388,AW00011388,"Joseph Martin",61,27948,28,3,7,2013-04-26,21,VIP,"Above 50",153,9316.0000,1330.8571
390,11389,AW00011389,"Karl Shan",44,276,12,1,3,2013-11-17,0,New,40-49,146,276.0000,276
391,11390,AW00011390,"Christine Raji",49,196,12,1,3,2013-11-07,0,New,40-49,147,196.0000,196
392,11391,AW00011391,"Lindsay Xie",49,136,8,1,2,2013-10-26,0,New,40-49,147,136.0000,136
393,11392,AW00011392,"Willie Zhao",45,116,4,1,1,2013-03-29,0,New,40-49,154,116.0000,116
394,11393,AW00011393,"Kurt Pal",51,56,8,1,2,2013-07-16,0,New,"Above 50",150,56.0000,56
395,11394,AW00011394,"George McDonald",50,32648,28,3,7,2013-08-02,24,VIP,"Above 50",150,10882.6667,1360.3333
396,11395,AW00011395,"Beth Gutierrez",49,22920,12,2,3,2013-02-20,15,VIP,40-49,155,11460.0000,1528.0000
397,11396,AW00011396,"Ian Lopez",50,116,4,1,1,2013-10-26,0,New,"Above 50",147,116.0000,116
398,11397,AW00011397,"Latoya Shan",51,152,12,1,3,2013-07-07,0,New,"Above 50",151,152.0000,152
399,11398,AW00011398,"Colin Nath",50,32456,16,3,4,2013-08-02,24,VIP,"Above 50",150,10818.6667,1352.3333
400,11399,AW00011399,"Brenda Mehta",51,56,8,1,2,2013-04-13,0,New,"Above 50",154,56.0000,56
401,11400,AW00011400,"Franklin Raji",45,27872,32,3,7,2013-07-19,24,VIP,40-49,150,9290.6667,1161.3333
402,11401,AW00011401,"Linda Navarro",50,20080,24,3,6,2013-03-08,4,New,"Above 50",155,6693.3333,5020.0000
403,11402,AW00011402,"Kelli Cai",50,20236,40,3,9,2013-04-02,4,New,"Above 50",154,6745.3333,5059.0000
404,11403,AW00011403,"Nancy Schmidt",46,20128,36,3,9,2013-05-28,7,New,40-49,152,6709.3333,2875.4286
405,11404,AW00011404,"Megan Taylor",68,136,8,1,2,2013-02-10,0,New,"Above 50",156,136.0000,136
406,11405,AW00011405,"Bonnie Goel",68,216,4,1,1,2013-03-31,0,New,"Above 50",154,216.0000,216
407,11406,AW00011406,"Latoya Xu",68,17660,24,2,6,2013-02-09,3,New,"Above 50",156,8830.0000,5886.6667
408,11407,AW00011407,"Mario She",68,216,4,1,1,2013-06-23,0,New,"Above 50",151,216.0000,216
409,11408,AW00011408,"Darren Gill",61,136,12,1,3,2013-03-05,0,New,"Above 50",155,136.0000,136
410,11409,AW00011409,"Jacqueline Hayes",46,17776,20,2,5,2013-01-28,2,New,40-49,156,8888.0000,8888.0000
411,11410,AW00011410,"Maurice Goel",NULL,17856,20,2,5,2013-02-04,2,New,"Above 50",156,8928.0000,8928.0000
412,11411,AW00011411,"Devin Ross",66,152,12,1,3,2013-08-04,0,New,"Above 50",150,152.0000,152
413,11412,AW00011412,"Sydney Bryant",66,39520,44,4,10,2013-10-11,23,VIP,"Above 50",148,9880.0000,1718.2609
414,11413,AW00011413,"Megan Stewart",66,28760,44,4,10,2013-09-05,24,VIP,"Above 50",149,7190.0000,1198.3333
415,11414,AW00011414,"Ian Richardson",66,28764,40,4,10,2013-09-15,25,VIP,"Above 50",148,7191.0000,1150.5600
416,11415,AW00011415,"Randy She",76,56,8,1,2,2013-08-16,0,New,"Above 50",149,56.0000,56
417,11416,AW00011416,"Katrina Becker",75,19712,20,3,4,2013-05-05,5,New,"Above 50",153,6570.6667,3942.4000
418,11417,AW00011417,"Lacey Zheng",75,44992,68,7,14,2013-12-15,13,VIP,"Above 50",145,6427.4286,3460.9231
419,11418,AW00011418,"Rafael Hu",75,160,8,1,2,2013-12-17,0,New,"Above 50",145,160.0000,160
420,11419,AW00011419,"Kyle Scott",75,924,24,2,6,2013-06-27,3,New,"Above 50",151,462.0000,308.0000
421,11420,AW00011420,"Jordan Turner",74,44800,68,7,16,2013-11-29,12,New,"Above 50",146,6400.0000,3733.3333
422,11421,AW00011421,"Amy Sun",74,39120,16,4,4,2013-10-09,23,VIP,"Above 50",148,9780.0000,1700.8696
423,11422,AW00011422,"Dustin Deng",73,28300,40,4,10,2013-11-03,26,VIP,"Above 50",147,7075.0000,1088.4615
424,11423,AW00011423,"Jasmine Stewart",65,39620,40,4,10,2013-10-20,22,VIP,"Above 50",147,9905.0000,1800.9091
425,11424,AW00011424,"Pamela Garcia",61,176,8,1,2,2013-04-21,0,New,"Above 50",153,176.0000,176
426,11425,AW00011425,"Ariana Gray",60,42112,60,6,15,2013-12-21,12,New,"Above 50",145,7018.6667,3509.3333
427,11426,AW00011426,"Kristopher Mehta",66,140,4,1,1,2013-04-09,0,New,"Above 50",154,140.0000,140
428,11427,AW00011427,"Desiree Dominguez",66,39672,36,4,8,2013-10-20,22,VIP,"Above 50",147,9918.0000,1803.2727
429,11428,AW00011428,"Deanna Perez",66,39816,48,4,12,2013-10-22,22,VIP,"Above 50",147,9954.0000,1809.8182
430,11429,AW00011429,"Marco Lopez",68,41872,68,6,14,2013-12-24,12,New,"Above 50",145,6978.6667,3489.3333
431,11430,AW00011430,"Casey Yuan",68,340,8,1,2,2013-03-19,0,New,"Above 50",154,340.0000,340
432,11431,AW00011431,"Bryant Garcia",51,39652,44,4,8,2013-09-30,21,VIP,"Above 50",148,9913.0000,1888.1905
433,11432,AW00011432,"Dominique Prasad",68,37320,64,6,15,2013-12-25,12,New,"Above 50",145,6220.0000,3110.0000
434,11433,AW00011433,"Maurice Shan",68,51656,52,6,12,2013-09-14,9,New,"Above 50",148,8609.3333,5739.5556
435,11434,AW00011434,"Andre Lopez",63,280,16,2,4,2013-07-15,1,New,"Above 50",150,140.0000,280.0000
436,11435,AW00011435,"Robin Romero",70,140,4,1,1,2014-01-04,0,New,"Above 50",145,140.0000,140
437,11436,AW00011436,"Taylor Cox",69,324,16,2,4,2013-06-19,0,New,"Above 50",151,162.0000,324
438,11437,AW00011437,"Alfredo Moreno",70,216,4,1,1,2013-12-19,0,New,"Above 50",145,216.0000,216
439,11438,AW00011438,"Jenny Nara",70,140,4,1,1,2013-02-05,0,New,"Above 50",156,140.0000,140
440,11439,AW00011439,"Janet Munoz",72,49952,56,6,12,2013-10-20,10,New,"Above 50",147,8325.3333,4995.2000
441,11440,AW00011440,"Sergio Weber",72,312,8,1,2,2013-03-27,0,New,"Above 50",154,312.0000,312
442,11441,AW00011441,"Erika Gomez",73,176,8,1,2,2014-01-08,0,New,"Above 50",145,176.0000,176
443,11442,AW00011442,"Joseph Harris",72,140,4,1,1,2013-09-29,0,New,"Above 50",148,140.0000,140
444,11443,AW00011443,"Grace Griffin",44,32940,32,3,8,2013-10-01,27,VIP,40-49,148,10980.0000,1220.0000
445,11444,AW00011444,"Tina Mehta",44,32544,20,3,5,2013-06-02,24,VIP,40-49,152,10848.0000,1356.0000
446,11445,AW00011445,"Kari Kim",46,32392,20,3,5,2013-06-28,24,VIP,40-49,151,10797.3333,1349.6667
447,11446,AW00011446,"Bethany Chander",46,32948,28,3,6,2013-06-21,24,VIP,40-49,151,10982.6667,1372.8333
448,11447,AW00011447,"Jennifer Roberts",46,32312,24,3,6,2013-05-31,23,VIP,40-49,152,10770.6667,1404.8696
449,11448,AW00011448,"Kyle Patterson",45,32528,28,3,7,2013-06-21,24,VIP,40-49,151,10842.6667,1355.3333
450,11449,AW00011449,"Alvin Hu",45,32520,28,3,7,2013-06-24,24,VIP,40-49,151,10840.0000,1355.0000
451,11450,AW00011450,"Brett Mehta",44,32692,36,3,9,2013-06-17,23,VIP,40-49,151,10897.3333,1421.3913
452,11451,AW00011451,"Ruben Mu├▒oz",45,33000,36,3,9,2013-06-05,22,VIP,40-49,152,11000.0000,1500.0000
453,11452,AW00011452,"Erika Rubio",46,32732,20,3,5,2013-06-12,23,VIP,40-49,152,10910.6667,1423.1304
454,11453,AW00011453,"Stanley Malhotra",41,32708,24,3,6,2013-06-19,23,VIP,40-49,151,10902.6667,1422.0870
455,11454,AW00011454,"Melinda Navarro",46,32356,16,3,4,2013-06-18,22,VIP,40-49,151,10785.3333,1470.7273
456,11455,AW00011455,"Ross Sanz",46,32568,20,3,5,2013-05-31,22,VIP,40-49,152,10856.0000,1480.3636
457,11456,AW00011456,"Jon Gao",46,32896,44,3,10,2013-05-31,22,VIP,40-49,152,10965.3333,1495.2727
